,id,issue_date,due_date,paid_date,paid,contact_id,total,amount_due,exchange_rate,currency,is_sale
0,90381d5a-9348-4208-915c-60b082378370,2021-01-31T00:00:00.000Z,2021-02-06T00:00:00.000Z,2021-02-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
1,e4f53ac4-3aa8-4332-9082-c6551e09d90b,2021-02-23T00:00:00.000Z,2021-02-28T00:00:00.000Z,,False,e0857d09-69cc-4608-83b8-7e2083e678a3,10000.0,0.0,1.0,GBP,True
2,3dec381c-7af5-436d-8b35-2d3a69b95f89,2021-02-28T00:00:00.000Z,2021-03-06T00:00:00.000Z,2021-03-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
3,aca26d49-abcb-4320-ac50-e0e613e34393,2021-03-07T00:00:00.000Z,2021-03-25T00:00:00.000Z,2022-04-05T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,848.3460164621836,0.0,1.9317,NZD,True
4,d1c5eee6-9b87-46ed-a153-0a344f242675,2021-03-14T00:00:00.000Z,2021-04-30T00:00:00.000Z,2021-04-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
5,2f861907-afa3-441b-b523-ff734f1277e5,2021-03-15T00:00:00.000Z,2021-06-06T00:00:00.000Z,2022-04-30T00:00:00.000Z,True,8f65adab-5f53-402a-a2ee-31d458304705,250.53738453494452,0.0,20.6556,ZAR,True
6,2f47cd73-4c05-475f-931a-86b0a7f976fb,2021-03-16T00:00:00.000Z,2021-06-02T00:00:00.000Z,2021-04-09T00:00:00.000Z,True,a9797cb2-4805-4528-bbcb-fdb94368bee6,267.80862680156287,0.0,1.93235,NZD,True
7,0222b396-f017-4a90-ad5b-4a8e241d4afc,2021-03-31T00:00:00.000Z,2021-04-06T00:00:00.000Z,2021-04-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
8,0a84fa97-263c-4186-add7-1a56bd59e71c,2021-04-07T00:00:00.000Z,2021-04-25T00:00:00.000Z,2022-04-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,836.4255345212149,0.0,1.95923,NZD,True
9,4b7eb893-c128-4c15-ba05-1bda2e1b9dfa,2021-04-14T00:00:00.000Z,2021-05-30T00:00:00.000Z,2021-05-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
10,2f640119-91a2-4570-ac97-aa9f3a5e8574,2021-04-18T00:00:00.000Z,2021-04-30T00:00:00.000Z,2021-04-30T00:00:00.000Z,True,ffb145b0-8504-42da-b03d-4c4a573fd521,5750.0,0.0,1.0,GBP,True
11,eb59789d-a21e-4628-a774-17a3bf38607b,2021-04-30T00:00:00.000Z,2021-05-06T00:00:00.000Z,2021-05-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
12,7a91e673-9dbc-4558-ac16-d0c56fde9ff3,2021-05-07T00:00:00.000Z,2021-05-25T00:00:00.000Z,2021-05-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,853.2045608371948,0.0,1.9207,NZD,True
13,ca37b677-06e0-434b-96fb-697a21a7b043,2021-05-14T00:00:00.000Z,2021-06-30T00:00:00.000Z,2021-06-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
14,87d4c9dc-f37a-43a2-8aab-40ba13f3a8ac,2021-05-31T00:00:00.000Z,2021-06-06T00:00:00.000Z,2021-06-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
15,e5dc3f99-90fd-435e-a4da-b3398e0c499b,2021-06-07T00:00:00.000Z,2021-06-25T00:00:00.000Z,2021-06-28T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,835.483114446529,0.0,1.96144,NZD,True
16,338f3dd7-9674-4bdf-9fc5-da49daece26c,2021-06-14T00:00:00.000Z,2021-07-30T00:00:00.000Z,2021-07-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
17,a7b24f70-fa12-4c02-8276-04a06cf47c86,2021-06-16T00:00:00.000Z,2021-07-31T00:00:00.000Z,2021-08-31T00:00:00.000Z,True,ffb145b0-8504-42da-b03d-4c4a573fd521,8625.0,0.0,1.0,GBP,True
18,3de8e55e-25dd-4e0c-a1a0-c2108f82159b,2021-06-30T00:00:00.000Z,2021-07-06T00:00:00.000Z,2021-07-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
19,8415b1b8-991a-42b6-8885-c598fd530537,2021-07-07T00:00:00.000Z,2021-07-25T00:00:00.000Z,2021-07-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,833.0664470573881,0.0,1.96713,NZD,True
20,0b6924fa-3d82-43fd-81ef-cb8a8d9c3aab,2021-07-14T00:00:00.000Z,2021-08-30T00:00:00.000Z,2021-08-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
21,1af0d7c1-1109-441c-a259-d88fdbe9d2a0,2021-07-31T00:00:00.000Z,2021-08-06T00:00:00.000Z,2021-08-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
22,233e6008-1074-48df-a7df-e94f0fbfaf6f,2021-08-07T00:00:00.000Z,2021-08-25T00:00:00.000Z,2021-08-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,828.0488112983502,0.0,1.97905,NZD,True
23,0da7d3c1-85f2-407e-96dd-7268c7076ced,2021-08-14T00:00:00.000Z,2021-09-30T00:00:00.000Z,2021-09-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
24,470d20c9-3dde-4d23-82b1-adc8bb0167f9,2021-08-31T00:00:00.000Z,2021-09-06T00:00:00.000Z,2021-09-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
25,54a1795a-4f70-4b09-8302-c8bc00d631aa,2021-09-07T00:00:00.000Z,2021-09-25T00:00:00.000Z,2021-09-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,844.0986494421609,0.0,1.94142,NZD,True
26,f6c35bdd-595b-48de-8850-56b459477618,2021-09-14T00:00:00.000Z,2021-10-30T00:00:00.000Z,2021-10-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
27,62f1eab7-1182-4e24-9024-bbfdb651bde1,2021-09-16T00:00:00.000Z,2021-11-23T00:00:00.000Z,2021-11-30T00:00:00.000Z,True,ffb145b0-8504-42da-b03d-4c4a573fd521,28750.0,0.0,1.0,GBP,True
28,a076018f-a612-4b83-aacf-04544babab37,2021-09-30T00:00:00.000Z,2021-10-06T00:00:00.000Z,2021-11-30T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
29,4d545cf5-cd1f-496f-84c3-79a5b2ad5aad,2021-09-30T00:00:00.000Z,2021-10-31T00:00:00.000Z,,False,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,177.1,177.1,1.0,GBP,True
30,9e98bc5c-c747-47b0-b3f2-c74c24b9edc9,2021-10-07T00:00:00.000Z,2021-10-25T00:00:00.000Z,2021-10-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,834.1435108597723,0.0,1.96459,NZD,True
31,a3787203-49e5-492d-9986-2062ac9cf591,2021-10-14T00:00:00.000Z,2021-11-30T00:00:00.000Z,2022-04-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
32,c1662564-34ef-419a-bc36-201e2f3a451c,2021-10-31T00:00:00.000Z,2021-11-06T00:00:00.000Z,2021-11-30T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
33,31fb2364-a042-409b-88f9-7df28b5b7736,2021-11-07T00:00:00.000Z,2021-11-25T00:00:00.000Z,2021-11-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,864.433601476988,0.0,1.89575,NZD,True
34,89e5bf32-4bda-455e-9ed5-af76b0e1f6cb,2021-11-14T00:00:00.000Z,2021-12-30T00:00:00.000Z,2021-12-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
35,03caaffa-82c8-4147-bc0a-4bfb1f608303,2021-11-30T00:00:00.000Z,2021-12-06T00:00:00.000Z,2021-12-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
36,c5eddf3e-3165-4b64-95a4-5f86137ae47f,2021-12-07T00:00:00.000Z,2021-12-25T00:00:00.000Z,2021-12-28T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,839.8548607801233,0.0,1.95123,NZD,True
37,466a9530-b04a-456f-b3e8-22bf209ee946,2021-12-14T00:00:00.000Z,2022-01-30T00:00:00.000Z,2022-01-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
38,2c1e8fdc-5469-4451-82a0-8575c88eb5ad,2021-12-19T00:00:00.000Z,2022-04-19T00:00:00.000Z,2022-04-19T00:00:00.000Z,True,d9bcb374-807b-4b4c-a1da-742a152fe917,15285.0,0.0,1.0,GBP,True
39,31ea5c21-6393-4d9d-9e6e-fcc1e56d94f2,2021-12-22T00:00:00.000Z,2022-04-05T00:00:00.000Z,2022-04-05T00:00:00.000Z,True,94589e82-ecdf-4c7b-9896-f5e54b8d95af,862.5,0.0,1.0,GBP,True
40,4c75c2ef-f674-45d4-9565-d379177de33a,2021-12-28T00:00:00.000Z,2022-01-31T00:00:00.000Z,2022-02-15T00:00:00.000Z,True,ffb145b0-8504-42da-b03d-4c4a573fd521,10062.5,0.0,1.0,GBP,True
41,ba0de743-76f2-4dee-b735-df4dbfdd3245,2021-12-29T00:00:00.000Z,2022-04-12T00:00:00.000Z,2022-04-12T00:00:00.000Z,True,e2111283-b230-4bb7-8108-518ef4dfd9fa,1035.0,0.0,1.0,GBP,True
42,41e20ef0-b00b-4111-a0e5-5ebb45a0a23f,2021-12-31T00:00:00.000Z,2022-01-06T00:00:00.000Z,2021-01-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True
43,31aab43b-236c-4ebf-bb42-656f2f83fabb,2022-01-01T00:00:00.000Z,2022-02-06T00:00:00.000Z,2022-02-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True
44,82a56db6-2e51-4743-8605-be13c2131533,2022-01-07T00:00:00.000Z,2022-01-25T00:00:00.000Z,2022-01-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,816.59856487941,0.0,2.0068,NZD,True
45,4bfeab3d-1f60-4179-be00-99fe8385480a,2022-01-14T00:00:00.000Z,2022-02-28T00:00:00.000Z,2022-02-28T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
46,250b341a-315e-4a9e-b2cc-00ce82ea55ee,2022-02-01T00:00:00.000Z,2022-03-06T00:00:00.000Z,2022-03-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True
47,502f726d-61a8-4c73-a834-277425d840fb,2022-02-07T00:00:00.000Z,2022-02-25T00:00:00.000Z,2022-02-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,803.0450783321164,0.0,2.04067,NZD,True
48,1d179948-3ce6-4fc1-9dd1-bb5e43de4f05,2022-02-08T00:00:00.000Z,2022-04-28T00:00:00.000Z,2022-05-18T00:00:00.000Z,True,a9797cb2-4805-4528-bbcb-fdb94368bee6,28672.5,0.0,1.0,GBP,True
49,d9614b4f-def1-40e4-92f4-41111e8fb2e5,2022-02-14T00:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
50,dc19990f-3ef4-4f65-9a8e-d2c5d4af24da,2022-03-01T00:00:00.000Z,2022-04-06T00:00:00.000Z,2022-04-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True
51,5d09938c-ae10-41cf-8bdb-05eeb5c67452,2022-03-07T00:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-31T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,853.0357923667938,0.0,1.92108,NZD,True
52,d79c4e34-d9eb-4e3d-bf1f-5769718cbb42,2022-03-08T00:00:00.000Z,2022-04-19T00:00:00.000Z,2022-04-19T00:00:00.000Z,True,a9797cb2-4805-4528-bbcb-fdb94368bee6,7402.789682848906,0.0,1.92495,NZD,True
53,b6c65074-0797-4595-a634-abdd44a68e7a,2022-03-14T00:00:00.000Z,2022-04-30T00:00:00.000Z,2022-04-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
54,1268c90c-5bc0-4c9d-a665-5e52dffcaac0,2022-03-23T00:00:00.000Z,2022-04-27T00:00:00.000Z,2022-04-23T00:00:00.000Z,True,ffb145b0-8504-42da-b03d-4c4a573fd521,484.5,0.0,1.0,GBP,True
55,2bd9c496-f007-4412-9ede-6506dfa9ecf4,2022-03-30T00:00:00.000Z,2022-04-20T00:00:00.000Z,2022-04-20T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,46000.0,0.0,1.0,GBP,True
56,3c3aac10-c207-4d4a-94e2-838c8881dddd,2022-04-01T00:00:00.000Z,2022-05-06T00:00:00.000Z,2022-05-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True
57,32b1a2ee-13e8-4a1e-9b78-3a7d4f7d0a8c,2022-04-03T00:00:00.000Z,2022-04-29T00:00:00.000Z,2022-04-29T00:00:00.000Z,True,31b86361-378a-47ef-9d43-25218e06ced3,7762.5,0.0,1.0,GBP,True
58,61f6ba4a-e381-41b0-99d8-c5288b0e3cae,2022-04-04T00:00:00.000Z,2022-04-05T00:00:00.000Z,2022-04-05T00:00:00.000Z,True,8f65adab-5f53-402a-a2ee-31d458304705,2644.1754980038045,0.0,19.1364,ZAR,True
59,4f6d5aba-ae7d-4efa-a695-87ef2e57e395,2022-04-05T00:00:00.000Z,2022-05-30T00:00:00.000Z,2022-05-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
60,57c9a4ca-f576-464c-80d5-14f75949e943,2022-04-07T00:00:00.000Z,2022-04-25T00:00:00.000Z,2022-04-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,867.8624765657272,0.0,1.88826,NZD,True
61,5b60bff3-7961-4436-b31d-a553c15ccea1,2022-04-11T00:00:00.000Z,2022-04-30T00:00:00.000Z,2022-04-30T00:00:00.000Z,True,a278f53a-57ab-4f50-8690-182a5c60d671,22230.0,0.0,1.0,GBP,True
62,7be68adb-8632-4df4-be9a-5dfcdef5820e,2022-04-11T00:00:00.000Z,2022-05-31T00:00:00.000Z,2022-05-31T00:00:00.000Z,True,ffb145b0-8504-42da-b03d-4c4a573fd521,12650.0,0.0,1.0,GBP,True
63,bacff5a7-c469-47e4-a56e-128b4026a0e0,2022-04-14T00:00:00.000Z,2022-05-30T00:00:00.000Z,2022-05-30T00:00:00.000Z,True,d7d2b5fc-32e7-4011-94a4-2c8aa0ff9e4f,1725.0,0.0,1.0,GBP,True
64,7cb4dd73-573f-4503-8d02-7e0650673571,2022-04-19T00:00:00.000Z,2022-05-19T00:00:00.000Z,2022-05-19T00:00:00.000Z,True,31b86361-378a-47ef-9d43-25218e06ced3,92000.0,0.0,1.0,GBP,True
65,c9ded9b7-5dc2-4f06-9eb8-317816657f91,2022-04-19T00:00:00.000Z,2022-07-20T00:00:00.000Z,2022-07-20T00:00:00.000Z,True,e2111283-b230-4bb7-8108-518ef4dfd9fa,2565.0,0.0,1.0,GBP,True
66,e3b79608-fac6-48bc-b0f1-8d6fcbf9621a,2022-04-20T00:00:00.000Z,2022-05-18T00:00:00.000Z,2022-05-19T00:00:00.000Z,True,e2111283-b230-4bb7-8108-518ef4dfd9fa,23000.0,0.0,1.0,GBP,True
67,6f8b3d38-8de8-4fec-8b61-e955f685faaa,2022-04-25T00:00:00.000Z,2022-05-31T00:00:00.000Z,2022-06-13T00:00:00.000Z,True,8f65adab-5f53-402a-a2ee-31d458304705,77.80979827089337,0.0,19.9525,ZAR,True
68,6d253dc0-ad6c-49df-890b-f335b5a14f6f,2022-04-29T00:00:00.000Z,2022-05-24T00:00:00.000Z,2022-05-24T00:00:00.000Z,True,a9797cb2-4805-4528-bbcb-fdb94368bee6,517.5,0.0,1.0,GBP,True
